"full_name","email","department","role","sentiment_score","is_at_risk","retention_prob"
"Sophia Reed","sophia.reed.emp825@public.local","Research & Development","Research Director","0.5","true","1"
"Mason Reed","mason.reed.emp826@public.local","Research & Development","Research Scientist","0.75","false","1"
"Isabella Reed","isabella.reed.emp827@public.local","Research & Development","Manufacturing Director","1","false","1"
"Lucas Reed","lucas.reed.emp828@public.local","Research & Development","Research Scientist","0.75","true","0.75"
"Mia Reed","mia.reed.emp829@public.local","Human Resources","Human Resources","0.5","false","0.75"
"Ethan Reed","ethan.reed.emp830@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"James Reed","james.reed.emp832@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Harper Reed","harper.reed.emp833@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Benjamin Reed","benjamin.reed.emp834@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Elijah Reed","elijah.reed.emp836@public.local","Research & Development","Manufacturing Director","0.5","false","0.5"
"Abigail Reed","abigail.reed.emp837@public.local","Research & Development","Healthcare Representative","0.25","false","0.25"
"Daniel Reed","daniel.reed.emp838@public.local","Research & Development","Research Scientist","1","false","0.75"
"Aarav Patel","aarav.patel.emp840@public.local","Sales","Sales Executive","1","true","0.75"
"Noah Patel","noah.patel.emp842@public.local","Sales","Sales Executive","1","true","0.75"
"Emma Patel","emma.patel.emp843@public.local","Research & Development","Research Director","0.25","false","0.5"
"Liam Patel","liam.patel.emp844@public.local","Research & Development","Research Director","1","false","0.75"
"Sophia Patel","sophia.patel.emp845@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Mason Patel","mason.patel.emp846@public.local","Sales","Sales Executive","0.5","false","0.5"
"Isabella Patel","isabella.patel.emp847@public.local","Human Resources","Human Resources","1","false","0.75"
"Lucas Patel","lucas.patel.emp848@public.local","Research & Development","Research Scientist","0.75","true","0.75"
"Ethan Patel","ethan.patel.emp850@public.local","Research & Development","Research Scientist","1","false","1"
"Amelia Patel","amelia.patel.emp851@public.local","Sales","Manager","0.75","false","0.25"
"James Patel","james.patel.emp852@public.local","Research & Development","Healthcare Representative","0.5","false","1"
"Benjamin Patel","benjamin.patel.emp854@public.local","Research & Development","Research Scientist","0.25","false","0.25"
"Evelyn Patel","evelyn.patel.emp855@public.local","Sales","Sales Executive","0.25","false","0.25"
"Elijah Patel","elijah.patel.emp856@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Abigail Patel","abigail.patel.emp857@public.local","Sales","Sales Executive","1","false","0.5"
"Ella Patel","ella.patel.emp859@public.local","Sales","Sales Executive","1","false","0.5"
"Olivia Kim","olivia.kim.emp861@public.local","Research & Development","Research Scientist","1","false","0.5"
"Noah Kim","noah.kim.emp862@public.local","Sales","Sales Executive","1","false","0.25"
"Liam Kim","liam.kim.emp864@public.local","Sales","Sales Executive","0.25","false","1"
"Sophia Kim","sophia.kim.emp865@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Isabella Kim","isabella.kim.emp867@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Lucas Kim","lucas.kim.emp868@public.local","Sales","Sales Executive","0.75","false","1"
"Mia Kim","mia.kim.emp869@public.local","Human Resources","Human Resources","1","false","0.5"
"James Kim","james.kim.emp872@public.local","Research & Development","Manufacturing Director","1","false","1"
"Benjamin Kim","benjamin.kim.emp874@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Evelyn Kim","evelyn.kim.emp875@public.local","Research & Development","Research Scientist","1","false","0.5"
"Daniel Kim","daniel.kim.emp878@public.local","Human Resources","Human Resources","0.25","false","0.25"
"Ella Kim","ella.kim.emp879@public.local","Sales","Sales Executive","0.25","false","0.75"
"Aarav Brooks","aarav.brooks.emp880@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Olivia Brooks","olivia.brooks.emp881@public.local","Research & Development","Research Scientist","0.5","true","1"
"Noah Brooks","noah.brooks.emp882@public.local","Research & Development","Laboratory Technician","1","false","1"
"Sophia Brooks","sophia.brooks.emp885@public.local","Sales","Sales Executive","0.25","false","0.75"
"Isabella Brooks","isabella.brooks.emp887@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Lucas Brooks","lucas.brooks.emp888@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Mia Brooks","mia.brooks.emp889@public.local","Sales","Sales Executive","0.5","false","0.5"
"Harper Brooks","harper.brooks.emp893@public.local","Sales","Sales Representative","0.5","false","0.5"
"Benjamin Brooks","benjamin.brooks.emp894@public.local","Research & Development","Laboratory Technician","1","false","0.75"
"Evelyn Brooks","evelyn.brooks.emp895@public.local","Research & Development","Research Scientist","1","false","1"
"Elijah Brooks","elijah.brooks.emp896@public.local","Sales","Sales Representative","0.75","true","0.5"
"Abigail Brooks","abigail.brooks.emp897@public.local","Sales","Sales Executive","1","false","0.25"
"Ella Brooks","ella.brooks.emp899@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Aarav Diaz","aarav.diaz.emp900@public.local","Sales","Sales Representative","1","false","0.75"
"Olivia Diaz","olivia.diaz.emp901@public.local","Research & Development","Research Director","1","false","1"
"Noah Diaz","noah.diaz.emp902@public.local","Research & Development","Healthcare Representative","1","false","1"
"Emma Diaz","emma.diaz.emp903@public.local","Sales","Sales Executive","1","false","0.75"
"Liam Diaz","liam.diaz.emp904@public.local","Sales","Sales Executive","0.5","false","0.25"
"Sophia Diaz","sophia.diaz.emp905@public.local","Research & Development","Manager","0.25","false","0.25"
"Mia Diaz","mia.diaz.emp909@public.local","Human Resources","Human Resources","1","false","1"
"Ethan Diaz","ethan.diaz.emp910@public.local","Human Resources","Human Resources","0.5","false","1"
"Amelia Diaz","amelia.diaz.emp911@public.local","Research & Development","Laboratory Technician","1","true","0.25"
"James Diaz","james.diaz.emp912@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Harper Diaz","harper.diaz.emp913@public.local","Research & Development","Research Scientist","0.25","false","0.5"
"Elijah Diaz","elijah.diaz.emp916@public.local","Sales","Sales Executive","1","false","0.25"
"Daniel Diaz","daniel.diaz.emp918@public.local","Research & Development","Laboratory Technician","1","true","1"
"Aarav Singh","aarav.singh.emp920@public.local","Research & Development","Manufacturing Director","0.5","false","0.25"
"Noah Singh","noah.singh.emp922@public.local","Sales","Sales Representative","0.75","true","0.75"
"Emma Singh","emma.singh.emp923@public.local","Research & Development","Research Scientist","1","true","1"
"Liam Singh","liam.singh.emp924@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Sophia Singh","sophia.singh.emp925@public.local","Sales","Sales Representative","1","false","1"
"Mason Singh","mason.singh.emp926@public.local","Research & Development","Manufacturing Director","0.75","true","0.5"
"Isabella Singh","isabella.singh.emp927@public.local","Research & Development","Laboratory Technician","1","true","0.5"
"Ethan Singh","ethan.singh.emp930@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"James Singh","james.singh.emp932@public.local","Research & Development","Laboratory Technician","0.25","true","1"
"Harper Singh","harper.singh.emp933@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Benjamin Singh","benjamin.singh.emp934@public.local","Research & Development","Laboratory Technician","0.5","false","0.5"
"Elijah Singh","elijah.singh.emp936@public.local","Sales","Sales Executive","0.75","false","0.75"
"Ella Singh","ella.singh.emp939@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Aarav Martinez","aarav.martinez.emp940@public.local","Research & Development","Healthcare Representative","0.5","false","0.75"
"Olivia Martinez","olivia.martinez.emp941@public.local","Sales","Sales Representative","0.75","false","0.5"
"Noah Martinez","noah.martinez.emp942@public.local","Research & Development","Healthcare Representative","1","false","1"
"Liam Martinez","liam.martinez.emp944@public.local","Research & Development","Laboratory Technician","0.5","false","0.25"
"Sophia Martinez","sophia.martinez.emp945@public.local","Research & Development","Research Scientist","0.75","false","1"
"Isabella Martinez","isabella.martinez.emp947@public.local","Sales","Sales Executive","0.75","false","1"
"Mia Martinez","mia.martinez.emp949@public.local","Research & Development","Research Scientist","1","false","0.5"
"Ethan Martinez","ethan.martinez.emp950@public.local","Research & Development","Research Director","0.25","false","1"
"Amelia Martinez","amelia.martinez.emp951@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"James Martinez","james.martinez.emp952@public.local","Sales","Sales Representative","0.5","true","0.75"
"Benjamin Martinez","benjamin.martinez.emp954@public.local","Sales","Sales Executive","0.5","false","0.25"
"Elijah Martinez","elijah.martinez.emp956@public.local","Sales","Sales Executive","0.25","false","0.75"
"Abigail Martinez","abigail.martinez.emp957@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Daniel Martinez","daniel.martinez.emp958@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Ella Martinez","ella.martinez.emp959@public.local","Sales","Sales Representative","0.5","true","1"
"Aarav Walker","aarav.walker.emp960@public.local","Research & Development","Laboratory Technician","0.25","true","0.25"
"Olivia Walker","olivia.walker.emp961@public.local","Research & Development","Healthcare Representative","1","false","1"
"Liam Walker","liam.walker.emp964@public.local","Research & Development","Research Scientist","0.5","false","1"
"Mason Walker","mason.walker.emp966@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"Isabella Walker","isabella.walker.emp967@public.local","Sales","Sales Executive","1","true","0.75"
"Mia Walker","mia.walker.emp969@public.local","Research & Development","Healthcare Representative","1","false","0.5"
"Ethan Walker","ethan.walker.emp970@public.local","Sales","Sales Executive","0.75","true","0.25"
"James Walker","james.walker.emp972@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Benjamin Walker","benjamin.walker.emp974@public.local","Sales","Sales Representative","1","false","0.75"
"Evelyn Walker","evelyn.walker.emp975@public.local","Sales","Sales Executive","0.75","false","0.75"
"Elijah Walker","elijah.walker.emp976@public.local","Research & Development","Manager","1","false","1"
"Abigail Walker","abigail.walker.emp977@public.local","Research & Development","Research Scientist","0.75","true","1"
"Olivia Evans","olivia.evans.emp981@public.local","Sales","Manager","0.75","false","0.75"
"Noah Evans","noah.evans.emp982@public.local","Sales","Sales Executive","0.75","false","0.75"
"Emma Evans","emma.evans.emp983@public.local","Sales","Sales Executive","1","false","0.75"
"Liam Evans","liam.evans.emp984@public.local","Sales","Sales Executive","1","false","1"
"Sophia Evans","sophia.evans.emp985@public.local","Sales","Sales Executive","0.75","false","0.25"
"Mason Evans","mason.evans.emp986@public.local","Sales","Sales Executive","0.5","true","0.5"
"Isabella Evans","isabella.evans.emp987@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Ethan Evans","ethan.evans.emp990@public.local","Sales","Sales Executive","1","false","0.25"
"Amelia Evans","amelia.evans.emp991@public.local","Research & Development","Research Scientist","0.25","true","0.75"
"James Evans","james.evans.emp992@public.local","Sales","Manager","0.75","false","1"
"Benjamin Evans","benjamin.evans.emp994@public.local","Research & Development","Research Scientist","0.25","true","1"
"Evelyn Evans","evelyn.evans.emp995@public.local","Research & Development","Research Scientist","1","false","0.5"
"Elijah Evans","elijah.evans.emp996@public.local","Research & Development","Laboratory Technician","1","false","1"
"Abigail Evans","abigail.evans.emp997@public.local","Research & Development","Research Director","1","false","1"
"Daniel Evans","daniel.evans.emp998@public.local","Research & Development","Healthcare Representative","0.5","false","0.75"
"Ella Evans","ella.evans.emp999@public.local","Research & Development","Research Director","0.75","false","0.25"
"Olivia Lopez","olivia.lopez.emp1001@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Noah Lopez","noah.lopez.emp1002@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Emma Lopez","emma.lopez.emp1003@public.local","Sales","Sales Executive","1","false","1"
"Liam Lopez","liam.lopez.emp1004@public.local","Research & Development","Research Scientist","0.75","true","0.25"
"Sophia Lopez","sophia.lopez.emp1005@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Mason Lopez","mason.lopez.emp1006@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Isabella Lopez","isabella.lopez.emp1007@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Mia Lopez","mia.lopez.emp1009@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Ethan Lopez","ethan.lopez.emp1010@public.local","Research & Development","Laboratory Technician","0.5","true","0.75"
"Amelia Lopez","amelia.lopez.emp1011@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"James Lopez","james.lopez.emp1012@public.local","Research & Development","Research Scientist","1","false","0.5"
"Harper Lopez","harper.lopez.emp1013@public.local","Research & Development","Manufacturing Director","0.75","false","0.75"
"Benjamin Lopez","benjamin.lopez.emp1014@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Evelyn Lopez","evelyn.lopez.emp1015@public.local","Research & Development","Research Director","0.25","false","0.5"
"Elijah Lopez","elijah.lopez.emp1016@public.local","Research & Development","Research Scientist","0.25","true","1"
"Abigail Lopez","abigail.lopez.emp1017@public.local","Research & Development","Laboratory Technician","0.5","true","0.5"
"Daniel Lopez","daniel.lopez.emp1018@public.local","Research & Development","Manufacturing Director","1","false","1"
"Ella Lopez","ella.lopez.emp1019@public.local","Research & Development","Laboratory Technician","0.25","false","0.5"
"Noah Hughes","noah.hughes.emp1022@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"Liam Hughes","liam.hughes.emp1024@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Sophia Hughes","sophia.hughes.emp1025@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Mason Hughes","mason.hughes.emp1026@public.local","Research & Development","Manufacturing Director","1","false","1"
"Isabella Hughes","isabella.hughes.emp1027@public.local","Research & Development","Manufacturing Director","1","false","0.25"
"Lucas Hughes","lucas.hughes.emp1028@public.local","Research & Development","Laboratory Technician","1","false","0.5"
"Mia Hughes","mia.hughes.emp1029@public.local","Sales","Manager","0.75","false","1"
"Ethan Hughes","ethan.hughes.emp1030@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"James Hughes","james.hughes.emp1032@public.local","Research & Development","Manufacturing Director","1","false","0.75"
"Harper Hughes","harper.hughes.emp1033@public.local","Research & Development","Healthcare Representative","0.5","true","0.25"
"Benjamin Hughes","benjamin.hughes.emp1034@public.local","Research & Development","Healthcare Representative","0.5","false","0.75"
"Evelyn Hughes","evelyn.hughes.emp1035@public.local","Research & Development","Research Director","0.75","false","0.5"
"Elijah Hughes","elijah.hughes.emp1036@public.local","Sales","Sales Executive","1","false","0.5"
"Abigail Hughes","abigail.hughes.emp1037@public.local","Sales","Sales Executive","0.25","true","0.5"
"Daniel Hughes","daniel.hughes.emp1038@public.local","Sales","Manager","1","true","0.25"
"Ella Hughes","ella.hughes.emp1039@public.local","Sales","Sales Executive","1","false","1"
"Aarav Torres","aarav.torres.emp1040@public.local","Sales","Sales Executive","0.75","false","1"
"Noah Torres","noah.torres.emp1042@public.local","Research & Development","Laboratory Technician","0.25","true","0.75"
"Emma Torres","emma.torres.emp1043@public.local","Research & Development","Manufacturing Director","0.25","false","1"
"Liam Torres","liam.torres.emp1044@public.local","Sales","Sales Representative","1","false","0.5"
"Sophia Torres","sophia.torres.emp1045@public.local","Sales","Manager","1","false","1"
"Mason Torres","mason.torres.emp1046@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Isabella Torres","isabella.torres.emp1047@public.local","Sales","Sales Executive","1","false","0.5"
"Lucas Torres","lucas.torres.emp1048@public.local","Sales","Manager","1","false","0.5"
"Mia Torres","mia.torres.emp1049@public.local","Human Resources","Human Resources","0.5","false","0.5"
"Ethan Torres","ethan.torres.emp1050@public.local","Sales","Sales Executive","0.5","false","0.75"
"James Torres","james.torres.emp1052@public.local","Research & Development","Laboratory Technician","0.75","true","0.25"
"Harper Torres","harper.torres.emp1053@public.local","Research & Development","Research Scientist","0.25","true","0.25"
"Evelyn Torres","evelyn.torres.emp1055@public.local","Sales","Sales Representative","0.75","false","0.75"
"Elijah Torres","elijah.torres.emp1056@public.local","Sales","Sales Representative","0.5","false","1"
"Aarav Bennett","aarav.bennett.emp1060@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Olivia Bennett","olivia.bennett.emp1061@public.local","Research & Development","Research Director","0.75","false","0.5"
"Noah Bennett","noah.bennett.emp1062@public.local","Research & Development","Healthcare Representative","0.5","false","1"
"Mason Bennett","mason.bennett.emp1066@public.local","Sales","Sales Executive","0.25","false","0.75"
"Lucas Bennett","lucas.bennett.emp1068@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Mia Bennett","mia.bennett.emp1069@public.local","Research & Development","Research Director","1","false","1"
"Ethan Bennett","ethan.bennett.emp1070@public.local","Sales","Sales Executive","0.75","false","0.75"
"Amelia Bennett","amelia.bennett.emp1071@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Harper Bennett","harper.bennett.emp1073@public.local","Research & Development","Manufacturing Director","1","false","1"
"Benjamin Bennett","benjamin.bennett.emp1074@public.local","Research & Development","Manager","0.25","false","0.75"
"Elijah Bennett","elijah.bennett.emp1076@public.local","Sales","Sales Executive","1","false","0.75"
"Abigail Bennett","abigail.bennett.emp1077@public.local","Sales","Sales Representative","1","true","1"
"Ella Bennett","ella.bennett.emp1079@public.local","Research & Development","Laboratory Technician","0.25","true","0.75"
"Aarav Ramirez","aarav.ramirez.emp1080@public.local","Research & Development","Research Scientist","0.25","false","1"
"Olivia Ramirez","olivia.ramirez.emp1081@public.local","Research & Development","Research Scientist","0.75","true","0.25"
"Noah Ramirez","noah.ramirez.emp1082@public.local","Research & Development","Healthcare Representative","0.25","true","0.5"
"Emma Ramirez","emma.ramirez.emp1083@public.local","Research & Development","Laboratory Technician","0.25","false","0.25"
"Liam Ramirez","liam.ramirez.emp1084@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"Sophia Ramirez","sophia.ramirez.emp1085@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Lucas Ramirez","lucas.ramirez.emp1088@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"James Ramirez","james.ramirez.emp1092@public.local","Research & Development","Healthcare Representative","1","false","0.25"
"Benjamin Ramirez","benjamin.ramirez.emp1094@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Elijah Ramirez","elijah.ramirez.emp1096@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Abigail Ramirez","abigail.ramirez.emp1097@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Daniel Ramirez","daniel.ramirez.emp1098@public.local","Human Resources","Human Resources","0.25","true","0.5"
"Ella Ramirez","ella.ramirez.emp1099@public.local","Research & Development","Healthcare Representative","1","false","1"
"Aarav Shaw","aarav.shaw.emp1100@public.local","Sales","Sales Executive","0.25","true","1"
"Olivia Shaw","olivia.shaw.emp1101@public.local","Research & Development","Research Scientist","0.75","true","0.25"
"Noah Shaw","noah.shaw.emp1102@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Emma Shaw","emma.shaw.emp1103@public.local","Research & Development","Healthcare Representative","1","false","0.25"
"Sophia Shaw","sophia.shaw.emp1105@public.local","Sales","Sales Executive","1","false","1"
"Mason Shaw","mason.shaw.emp1106@public.local","Research & Development","Laboratory Technician","1","true","1"
"Isabella Shaw","isabella.shaw.emp1107@public.local","Research & Development","Laboratory Technician","0.75","true","0.25"
"Lucas Shaw","lucas.shaw.emp1108@public.local","Research & Development","Research Scientist","0.5","true","0.25"
"Mia Shaw","mia.shaw.emp1109@public.local","Research & Development","Manager","0.25","false","1"
"Amelia Shaw","amelia.shaw.emp1111@public.local","Research & Development","Laboratory Technician","0.5","true","0.25"
"Harper Shaw","harper.shaw.emp1113@public.local","Sales","Sales Executive","0.75","true","1"
"Benjamin Shaw","benjamin.shaw.emp1114@public.local","Sales","Sales Executive","0.5","false","1"
"Evelyn Shaw","evelyn.shaw.emp1115@public.local","Research & Development","Research Scientist","1","false","0.75"
"Elijah Shaw","elijah.shaw.emp1116@public.local","Research & Development","Manager","1","false","0.25"
"Abigail Shaw","abigail.shaw.emp1117@public.local","Sales","Sales Executive","0.75","false","0.5"
"Daniel Shaw","daniel.shaw.emp1118@public.local","Research & Development","Healthcare Representative","0.5","false","0.5"
"Ella Shaw","ella.shaw.emp1119@public.local","Sales","Sales Executive","0.75","false","0.75"
"Aarav Cruz","aarav.cruz.emp1120@public.local","Research & Development","Research Scientist","1","false","0.75"
"Olivia Cruz","olivia.cruz.emp1121@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Liam Cruz","liam.cruz.emp1124@public.local","Sales","Manager","0.75","false","0.25"
"Sophia Cruz","sophia.cruz.emp1125@public.local","Sales","Sales Executive","0.5","false","1"
"Mason Cruz","mason.cruz.emp1126@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"Isabella Cruz","isabella.cruz.emp1127@public.local","Research & Development","Healthcare Representative","1","true","0.25"
"Lucas Cruz","lucas.cruz.emp1128@public.local","Research & Development","Research Director","0.75","false","0.75"
"Amelia Cruz","amelia.cruz.emp1131@public.local","Research & Development","Research Scientist","0.5","false","1"
"James Cruz","james.cruz.emp1132@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Harper Cruz","harper.cruz.emp1133@public.local","Research & Development","Manufacturing Director","1","false","0.25"
"Evelyn Cruz","evelyn.cruz.emp1135@public.local","Sales","Sales Representative","1","false","0.75"
"Elijah Cruz","elijah.cruz.emp1136@public.local","Research & Development","Research Scientist","0.5","false","0.25"
"Abigail Cruz","abigail.cruz.emp1137@public.local","Sales","Sales Executive","1","false","1"
"Daniel Cruz","daniel.cruz.emp1138@public.local","Sales","Sales Executive","0.5","false","1"
"Aarav Powell","aarav.powell.emp1140@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Emma Powell","emma.powell.emp1143@public.local","Research & Development","Research Scientist","0.5","false","1"
"Lucas Powell","lucas.powell.emp1148@public.local","Research & Development","Laboratory Technician","1","false","0.5"
"Ethan Powell","ethan.powell.emp1150@public.local","Research & Development","Manufacturing Director","1","false","0.5"
"James Powell","james.powell.emp1152@public.local","Human Resources","Human Resources","0.75","false","0.75"
"Benjamin Powell","benjamin.powell.emp1154@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Elijah Powell","elijah.powell.emp1156@public.local","Research & Development","Laboratory Technician","0.75","true","0.75"
"Abigail Powell","abigail.powell.emp1157@public.local","Sales","Sales Executive","0.25","true","0.25"
"Daniel Powell","daniel.powell.emp1158@public.local","Research & Development","Laboratory Technician","1","false","0.5"
"Aarav Murphy","aarav.murphy.emp1160@public.local","Research & Development","Laboratory Technician","0.75","true","0.75"
"Olivia Murphy","olivia.murphy.emp1161@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Noah Murphy","noah.murphy.emp1162@public.local","Research & Development","Research Scientist","0.75","false","1"
"Emma Murphy","emma.murphy.emp1163@public.local","Sales","Sales Executive","0.75","false","0.5"
"Liam Murphy","liam.murphy.emp1164@public.local","Human Resources","Human Resources","0.75","false","0.75"
"Sophia Murphy","sophia.murphy.emp1165@public.local","Sales","Sales Executive","0.25","true","1"
"Mason Murphy","mason.murphy.emp1166@public.local","Research & Development","Research Director","0.75","false","0.5"
"Isabella Murphy","isabella.murphy.emp1167@public.local","Sales","Sales Executive","0.25","true","0.75"
"Amelia Murphy","amelia.murphy.emp1171@public.local","Sales","Sales Executive","0.25","false","0.5"
"James Murphy","james.murphy.emp1172@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Harper Murphy","harper.murphy.emp1173@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Evelyn Murphy","evelyn.murphy.emp1175@public.local","Research & Development","Laboratory Technician","1","true","0.75"
"Abigail Murphy","abigail.murphy.emp1177@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Ella Murphy","ella.murphy.emp1179@public.local","Sales","Sales Executive","0.75","false","0.75"
"Aarav Hayes","aarav.hayes.emp1180@public.local","Research & Development","Research Scientist","1","false","0.75"
"Noah Hayes","noah.hayes.emp1182@public.local","Research & Development","Manufacturing Director","0.5","false","0.75"
"Liam Hayes","liam.hayes.emp1184@public.local","Research & Development","Healthcare Representative","0.25","false","1"
"Sophia Hayes","sophia.hayes.emp1185@public.local","Research & Development","Laboratory Technician","1","false","1"
"Lucas Hayes","lucas.hayes.emp1188@public.local","Sales","Sales Executive","0.75","true","0.25"
"Ethan Hayes","ethan.hayes.emp1190@public.local","Sales","Sales Representative","0.25","false","0.75"
"Amelia Hayes","amelia.hayes.emp1191@public.local","Research & Development","Manager","0.25","false","1"
"James Hayes","james.hayes.emp1192@public.local","Research & Development","Laboratory Technician","1","false","0.5"
"Harper Hayes","harper.hayes.emp1193@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Evelyn Hayes","evelyn.hayes.emp1195@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Elijah Hayes","elijah.hayes.emp1196@public.local","Research & Development","Manufacturing Director","1","false","1"
"Daniel Hayes","daniel.hayes.emp1198@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Aarav Parker","aarav.parker.emp1200@public.local","Research & Development","Research Scientist","0.75","true","0.75"
"Olivia Parker","olivia.parker.emp1201@public.local","Research & Development","Manager","0.75","false","1"
"Noah Parker","noah.parker.emp1202@public.local","Research & Development","Research Scientist","1","false","0.5"
"Emma Parker","emma.parker.emp1203@public.local","Research & Development","Research Scientist","1","true","0.75"
"Liam Parker","liam.parker.emp1204@public.local","Sales","Manager","0.25","false","0.75"
"Mason Parker","mason.parker.emp1206@public.local","Research & Development","Research Scientist","0.75","false","1"
"Isabella Parker","isabella.parker.emp1207@public.local","Human Resources","Human Resources","0.75","false","0.5"
"Ethan Parker","ethan.parker.emp1210@public.local","Research & Development","Research Scientist","0.25","true","0.25"
"Amelia Parker","amelia.parker.emp1211@public.local","Sales","Sales Executive","0.25","false","0.75"
"James Parker","james.parker.emp1212@public.local","Sales","Sales Executive","0.5","false","0.5"
"Evelyn Parker","evelyn.parker.emp1215@public.local","Research & Development","Manager","0.25","false","1"
"Elijah Parker","elijah.parker.emp1216@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Abigail Parker","abigail.parker.emp1217@public.local","Research & Development","Research Director","0.5","false","1"
"Daniel Parker","daniel.parker.emp1218@public.local","Sales","Sales Executive","0.25","false","0.75"
"Ella Parker","ella.parker.emp1219@public.local","Research & Development","Laboratory Technician","0.5","true","1"
"Aarav Reed","aarav.reed.emp1220@public.local","Sales","Sales Executive","0.75","false","0.5"
"Olivia Reed","olivia.reed.emp1221@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Liam Reed","liam.reed.emp1224@public.local","Research & Development","Laboratory Technician","0.75","false","0.75"
"Sophia Reed","sophia.reed.emp1225@public.local","Research & Development","Research Scientist","1","false","1"
"Mason Reed","mason.reed.emp1226@public.local","Sales","Sales Representative","1","false","0.75"
"Lucas Reed","lucas.reed.emp1228@public.local","Research & Development","Manufacturing Director","1","false","1"
"Amelia Reed","amelia.reed.emp1231@public.local","Human Resources","Human Resources","0.25","false","1"
"Harper Reed","harper.reed.emp1233@public.local","Sales","Sales Executive","1","false","0.5"
"Benjamin Reed","benjamin.reed.emp1234@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Evelyn Reed","evelyn.reed.emp1235@public.local","Research & Development","Research Scientist","0.75","false","1"
"Abigail Reed","abigail.reed.emp1237@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"Daniel Reed","daniel.reed.emp1238@public.local","Research & Development","Research Scientist","1","false","0.25"
"Ella Reed","ella.reed.emp1239@public.local","Sales","Sales Executive","0.5","false","0.5"
"Aarav Patel","aarav.patel.emp1240@public.local","Sales","Sales Executive","1","false","0.75"
"Olivia Patel","olivia.patel.emp1241@public.local","Research & Development","Research Scientist","0.5","false","1"
"Noah Patel","noah.patel.emp1242@public.local","Research & Development","Research Director","0.25","false","0.25"
